tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1991-308,Munich,Clay,32,A,19910429,4,100972,,,Todd Witsken,R,183,USA,27.4825462,70,504,101334,8,,Alexander Volkov,L,188,RUS,24.15605749,22,1033,1-6 7-5 6-1,3,R32,116,1,0,85,58,32,14,13,6,11,0,0,80,52,32,9,13,4,10
1991-308,Munich,Clay,32,A,19910429,5,100757,,,Anders Jarryd,R,180,SWE,29.79329227,39,738,101298,3,,Jonas Svensson,R,188,SWE,24.52019165,11,1420,6-4 6-1,3,R32,62,2,4,50,26,20,14,8,2,2,2,0,46,37,21,2,9,1,5
1991-308,Munich,Clay,32,A,19910429,6,101274,,WC,Udo Riglewski,R,185,GER,24.75290897,108,357,101606,,WC,Alberto Mancini,R,180,ARG,21.94113621,93,386,6-4 6-3,3,R32,79,6,0,53,34,30,10,9,2,2,1,1,66,50,33,6,10,2,5
1991-308,Munich,Clay,32,A,19910429,7,101511,,,Horst Skoff,R,175,AUT,22.68309377,28,942,101195,,,Amos Mansdorf,R,175,ISR,25.52224504,46,657,6-4 6-2,3,R32,86,1,1,60,45,32,11,9,3,3,4,0,70,42,29,11,9,8,11
1991-308,Munich,Clay,32,A,19910429,8,101320,,,Magnus Gustafsson,R,185,SWE,24.31759069,32,863,101529,6,,Michael Stich,R,193,GER,22.52703628,15,1168,5-7 6-4 6-3,3,R32,135,2,1,110,82,48,14,15,8,12,4,6,110,60,39,20,16,7,13
1991-308,Munich,Clay,32,A,19910429,9,101377,,,Christian Bergstrom,R,180,SWE,23.77823409,49,608,101404,5,,Thomas Muster,L,180,AUT,23.57289528,26,967,6-1 2-6 6-3,3,R32,160,3,2,94,66,40,10,13,1,6,1,2,82,62,32,10,12,5,11
1991-308,Munich,Clay,32,A,19910429,10,101119,,,Marian Vajda,R,173,SVK,26.0971937,63,527,101391,,,Carl Uwe Steeb,L,180,GER,23.65776865,62,530,7-6(3) 6-2,3,R32,108,4,2,68,33,23,19,10,5,8,1,1,88,48,25,20,10,10,15
1991-308,Munich,Clay,32,A,19910429,11,101767,,,Lars Jonsson,R,188,SWE,20.83778234,102,375,102446,,Q,Andrei Medvedev,R,193,UKR,16.65982204,1018,1,6-3 7-5,3,R32,72,0,2,57,44,33,6,10,0,1,5,3,72,43,27,14,11,4,8
1991-308,Munich,Clay,32,A,19910429,12,102375,,Q,Dinu Pescariu,R,185,ROU,17.045859,240,90,100581,4,,John Mcenroe,L,180,USA,32.19712526,12,1252,6-2 6-2,3,R32,63,1,2,60,45,30,9,8,5,5,2,2,48,19,15,10,8,1,5
1991-308,Munich,Clay,32,A,19910429,13,101649,7,,Guillermo Perez Roldan,R,178,ARG,21.52224504,24,1021,100809,,,Juan Aguilera,R,183,ESP,29.10335387,42,688,6-3 6-0,3,R32,80,2,0,49,34,22,10,8,1,2,1,2,47,35,18,3,7,4,9
1991-308,Munich,Clay,32,A,19910429,14,101407,,Q,David Engel,R,180,SWE,23.53182752,143,235,100930,,Q,Paul Vojtischek,R,188,GER,27.87679671,281,74,6-3 6-3,3,R32,70,2,2,67,59,34,4,9,4,6,1,0,61,56,27,3,9,6,11
1991-308,Munich,Clay,32,A,19910429,15,101117,,,Eric Jelen,R,180,GER,26.13278576,69,512,101086,,,Ronald Agenor,R,180,USA,26.45585216,33,856,3-6 6-4 6-0,3,R32,85,0,3,74,59,38,7,13,0,3,0,0,70,56,32,7,12,4,9
1991-308,Munich,Clay,32,A,19910429,16,101964,2,,Goran Ivanisevic,L,193,CRO,19.62491444,7,1534,101393,,WC,Jens Woehrmann,R,180,GER,23.6386037,152,208,7-6(2) 6-1,3,R32,79,5,1,53,27,22,15,10,0,2,2,4,58,32,22,9,9,3,7
1991-308,Munich,Clay,32,A,19910429,17,100656,1,,Ivan Lendl,R,188,USA,31.1430527,3,2624,101030,,,Goran Prpic,R,180,CRO,26.98425736,31,917,3-6 6-4 6-2,3,R16,138,6,0,85,39,29,20,13,5,9,3,0,103,74,41,13,14,9,15
1991-308,Munich,Clay,32,A,19910429,18,100972,,,Todd Witsken,R,183,USA,27.4825462,70,504,100607,,LL,Eduardo Bengoechea,R,185,ARG,31.82477755,176,155,6-4 3-6 6-4,3,R16,120,0,1,84,56,36,14,15,1,6,0,2,80,54,33,11,14,2,7
1991-308,Munich,Clay,32,A,19910429,19,101274,,WC,Udo Riglewski,R,185,GER,24.75290897,108,357,100757,,,Anders Jarryd,R,180,SWE,29.79329227,39,738,4-6 6-4 7-6(3),3,R16,160,4,1,96,61,41,21,16,3,7,3,3,122,75,51,19,16,10,14
1991-308,Munich,Clay,32,A,19910429,20,101320,,,Magnus Gustafsson,R,185,SWE,24.31759069,32,863,101511,,,Horst Skoff,R,175,AUT,22.68309377,28,942,6-0 4-6 6-4,3,R16,145,4,0,77,59,37,11,13,4,7,2,3,130,97,59,8,13,14,20
1991-308,Munich,Clay,32,A,19910429,21,101377,,,Christian Bergstrom,R,180,SWE,23.77823409,49,608,101119,,,Marian Vajda,R,173,SVK,26.0971937,63,527,6-2 6-4,3,R16,84,2,1,68,64,39,1,9,3,5,1,9,75,54,28,8,9,6,11
1991-308,Munich,Clay,32,A,19910429,22,101767,,,Lars Jonsson,R,188,SWE,20.83778234,102,375,102375,,Q,Dinu Pescariu,R,185,ROU,17.045859,240,90,6-0 6-4,3,R16,63,2,0,41,30,21,8,8,0,1,1,1,53,37,16,9,8,8,13
1991-308,Munich,Clay,32,A,19910429,23,101649,7,,Guillermo Perez Roldan,R,178,ARG,21.52224504,24,1021,101407,,Q,David Engel,R,180,SWE,23.53182752,143,235,7-5 6-2,3,R16,76,0,0,62,51,33,6,10,0,2,3,2,49,35,21,3,10,0,5
1991-308,Munich,Clay,32,A,19910429,24,101964,2,,Goran Ivanisevic,L,193,CRO,19.62491444,7,1534,101117,,,Eric Jelen,R,180,GER,26.13278576,69,512,6-4 4-6 6-3,3,R16,103,13,2,78,44,31,20,14,4,7,2,2,108,78,43,15,15,8,13
1991-308,Munich,Clay,32,A,19910429,25,100656,1,,Ivan Lendl,R,188,USA,31.1430527,3,2624,100972,,,Todd Witsken,R,183,USA,27.4825462,70,504,3-6 6-4 7-5,3,QF,151,3,1,90,52,39,15,15,3,7,0,2,106,78,44,14,16,3,8
1991-308,Munich,Clay,32,A,19910429,26,101320,,,Magnus Gustafsson,R,185,SWE,24.31759069,32,863,101274,,WC,Udo Riglewski,R,185,GER,24.75290897,108,357,6-2 7-5,3,QF,90,1,2,66,55,35,4,10,3,6,0,3,79,61,30,7,10,6,12
1991-308,Munich,Clay,32,A,19910429,27,101377,,,Christian Bergstrom,R,180,SWE,23.77823409,49,608,101767,,,Lars Jonsson,R,188,SWE,20.83778234,102,375,4-6 6-2 6-0,3,QF,107,3,0,71,52,31,12,12,2,5,1,1,84,58,35,5,12,2,9
1991-308,Munich,Clay,32,A,19910429,28,101649,7,,Guillermo Perez Roldan,R,178,ARG,21.52224504,24,1021,101964,2,,Goran Ivanisevic,L,193,CRO,19.62491444,7,1534,7-6(5) 6-1,3,QF,102,0,1,67,49,30,7,9,2,5,5,3,71,30,17,14,10,3,9
1991-308,Munich,Clay,32,A,19910429,29,101320,,,Magnus Gustafsson,R,185,SWE,24.31759069,32,863,100656,1,,Ivan Lendl,R,188,USA,31.1430527,3,2624,6-4 7-5,3,SF,100,1,1,62,46,29,9,11,0,3,8,2,79,35,26,16,11,5,10
1991-308,Munich,Clay,32,A,19910429,30,101649,7,,Guillermo Perez Roldan,R,178,ARG,21.52224504,24,1021,101377,,,Christian Bergstrom,R,180,SWE,23.77823409,49,608,6-0 6-0,3,SF,58,0,0,42,32,20,8,6,2,2,0,0,34,24,6,3,6,1,7
1991-308,Munich,Clay,32,A,19910429,31,101320,,,Magnus Gustafsson,R,185,SWE,24.31759069,32,863,101649,7,,Guillermo Perez Roldan,R,178,ARG,21.52224504,24,1021,3-6 6-3 4-3 RET,3,F,112,3,3,71,49,31,13,12,2,5,0,1,88,69,38,11,13,3,7
1991-309,Madrid,Clay,32,A,19910429,1,101746,,,Renzo Furlan,R,175,ITA,20.95003422,65,523,101142,1,,Emilio Sanchez,R,180,ESP,25.91649555,14,1248,4-6 7-6(4) 6-3,3,R32,143,2,1,108,66,47,25,16,8,10,4,0,92,61,45,17,15,2,4
1991-309,Madrid,Clay,32,A,19910429,2,101285,,,Thierry Champion,R,183,FRA,24.65982204,80,457,100995,,,Eduardo Masso,L,178,BEL,27.29637235,109,355,6-0 3-6 6-3,3,R32,131,0,1,73,67,40,4,12,1,5,0,0,81,75,38,2,12,5,12
1991-309,Madrid,Clay,32,A,19910429,3,101460,,Q,Jose Francisco Altur,L,190,ESP,23.09650924,129,284,100826,,WC,Juan Antonio Rodriguez,R,180,ESP,28.98288843,,,6-4 6-1,3,R32,80,1,3,47,32,23,7,8,0,1,0,2,65,49,27,4,9,7,12
1991-309,Madrid,Clay,32,A,19910429,4,101063,7,,Jordi Arrese,R,175,ESP,26.66392882,60,534,101715,,Q,Jose Antonio Pepe Conde,R,175,ESP,21.13347023,380,42,6-3 6-2,3,R32,81,1,2,61,45,28,8,9,4,6,3,4,50,21,14,8,8,5,10
1991-309,Madrid,Clay,32,A,19910429,5,101120,4,,Karel Novacek,R,190,CZE,26.0807666,20,1089,101717,,,Diego Nargiso,L,188,ITA,21.12251882,118,309,6-3 7-6(1),3,R32,106,6,3,70,40,33,16,11,2,3,4,6,81,39,26,20,10,8,10
1991-309,Madrid,Clay,32,A,19910429,6,100652,,Q,Cassio Motta,R,180,BRA,31.18138261,130,273,100284,,WC,Jimmy Connors,L,178,USA,38.65297741,318,58,7-6(6) 1-6 6-1,3,R32,125,2,2,97,63,39,18,13,8,12,0,2,85,58,38,12,13,4,8
1991-309,Madrid,Clay,32,A,19910429,7,101062,,,Mats Wilander,R,183,SWE,26.68309377,58,543,101567,,Q,Hendrik Jan Davids,L,183,NED,22.24229979,713,8,6-2 6-4,3,R32,75,0,1,53,35,23,13,9,2,3,2,1,54,43,23,5,9,3,7
1991-309,Madrid,Clay,32,A,19910429,8,101686,6,,Franco Davin,L,173,ARG,21.29500342,51,597,100829,,,Jan Gunnarsson,R,185,SWE,28.91444216,115,328,6-1 6-4,3,R32,84,1,3,46,31,21,7,9,0,3,2,3,65,30,18,9,8,5,11
1991-309,Madrid,Clay,32,A,19910429,9,101382,5,,Marcelo Filippini,R,178,URU,23.73442847,47,654,101532,,,Francisco Clavet,L,183,ESP,22.51060917,68,516,6-0 6-4,3,R32,80,2,1,56,42,29,6,8,3,4,0,2,54,35,18,6,8,5,10
1991-309,Madrid,Clay,32,A,19910429,10,101761,,,Jaime Oncins,R,196,BRA,20.8678987,103,367,101133,,,Patrick Baur,R,188,GER,25.98767967,75,476,6-3 6-1,3,R32,67,3,2,52,25,19,17,8,1,1,4,2,48,26,17,8,8,0,4
1991-309,Madrid,Clay,32,A,19910429,11,101797,,,Jacco Eltingh,R,188,NED,20.66529774,117,317,100990,,,Milan Srejber,R,203,CZE,27.32922656,135,253,6-3 7-6(3),3,R32,87,1,0,68,61,48,3,11,0,0,7,4,77,49,35,14,10,7,8
1991-309,Madrid,Clay,32,A,19910429,12,100653,3,,Andres Gomez,L,193,ECU,31.16769336,17,1128,101792,,,Slava Dosedel,R,183,CZE,20.7063655,123,299,6-0 6-2,3,R32,48,8,2,42,25,20,10,7,1,1,0,3,38,23,10,6,7,3,8
1991-309,Madrid,Clay,32,A,19910429,13,101441,,,Martin Sinner,R,180,GER,23.22245038,137,250,100954,8,,Luiz Mattar,R,183,BRA,27.69609856,59,539,6-4 6-4,3,R32,70,0,1,60,35,29,15,10,5,5,3,1,62,39,27,11,10,1,3
1991-309,Madrid,Clay,32,A,19910429,14,102001,,WC,German Lopez,R,193,ESP,19.33196441,157,198,101243,,,Roberto Azar,L,185,ARG,25.10609172,104,363,7-6(1) 6-7(1) 7-6(5),3,R32,160,21,3,116,74,59,23,18,1,2,3,4,130,96,68,17,18,5,6
1991-309,Madrid,Clay,32,A,19910429,15,101439,,,Javier Sanchez,R,178,ESP,23.23887748,76,476,101109,,,Tarik Benhabiles,R,175,FRA,26.22587269,121,303,7-6(4) 6-4,3,R32,115,5,0,73,59,40,11,11,7,8,4,2,81,53,37,13,11,0,2
1991-309,Madrid,Clay,32,A,19910429,16,101843,2,,Sergi Bruguera,R,188,ESP,20.28199863,8,1523,101507,,,Tomas Carbonell,R,178,ESP,22.72416153,78,465,6-4 6-0,3,R32,56,0,0,46,31,22,10,8,3,4,0,3,42,27,13,6,8,0,5
1991-309,Madrid,Clay,32,A,19910429,17,101285,,,Thierry Champion,R,183,FRA,24.65982204,80,457,101746,,,Renzo Furlan,R,175,ITA,20.95003422,65,523,3-6 6-1 6-1,3,R16,132,0,0,59,46,29,7,11,2,5,2,1,80,53,24,16,12,9,16
1991-309,Madrid,Clay,32,A,19910429,18,101063,7,,Jordi Arrese,R,175,ESP,26.66392882,60,534,101460,,Q,Jose Francisco Altur,L,190,ESP,23.09650924,129,284,6-4 6-7(6) 7-6(2),3,R16,180,0,1,121,93,61,15,17,8,12,0,5,120,98,60,9,17,4,9
1991-309,Madrid,Clay,32,A,19910429,19,101120,4,,Karel Novacek,R,190,CZE,26.0807666,20,1089,100652,,Q,Cassio Motta,R,180,BRA,31.18138261,130,273,6-3 7-5,3,R16,75,8,1,62,35,29,14,11,1,2,1,1,57,33,23,11,10,2,5
1991-309,Madrid,Clay,32,A,19910429,20,101686,6,,Franco Davin,L,173,ARG,21.29500342,51,597,101062,,,Mats Wilander,R,183,SWE,26.68309377,58,543,6-3 2-6 6-0,3,R16,100,0,2,65,52,33,6,11,5,8,2,3,80,44,24,15,12,6,12
1991-309,Madrid,Clay,32,A,19910429,21,101382,5,,Marcelo Filippini,R,178,URU,23.73442847,47,654,101761,,,Jaime Oncins,R,196,BRA,20.8678987,103,367,6-2 3-6 7-6(1),3,R16,145,0,1,96,74,40,13,14,3,8,1,2,105,69,42,16,15,2,8
1991-309,Madrid,Clay,32,A,19910429,22,101797,,,Jacco Eltingh,R,188,NED,20.66529774,117,317,100653,3,,Andres Gomez,L,193,ECU,31.16769336,17,1128,6-3 5-7 3-1 RET,3,R16,111,5,5,84,49,33,14,13,6,11,5,3,91,49,30,16,13,8,14
1991-309,Madrid,Clay,32,A,19910429,23,102001,,WC,German Lopez,R,193,ESP,19.33196441,157,198,101441,,,Martin Sinner,R,180,GER,23.22245038,137,250,6-4 6-4,3,R16,74,7,3,59,27,21,21,10,1,1,1,3,55,30,20,14,10,0,2
1991-309,Madrid,Clay,32,A,19910429,24,101439,,,Javier Sanchez,R,178,ESP,23.23887748,76,476,101843,2,,Sergi Bruguera,R,188,ESP,20.28199863,8,1523,3-6 6-1 6-4,3,R16,105,0,0,78,62,43,8,13,3,5,0,0,63,50,37,4,13,1,5
1991-309,Madrid,Clay,32,A,19910429,25,101063,7,,Jordi Arrese,R,175,ESP,26.66392882,60,534,101285,,,Thierry Champion,R,183,FRA,24.65982204,80,457,6-4 3-2 RET,3,QF,76,1,2,47,30,21,9,8,3,5,0,0,60,40,23,8,8,3,7
1991-309,Madrid,Clay,32,A,19910429,26,101120,4,,Karel Novacek,R,190,CZE,26.0807666,20,1089,101686,6,,Franco Davin,L,173,ARG,21.29500342,51,597,6-3 3-6 6-1,3,QF,119,11,2,101,59,43,21,13,6,7,2,4,83,70,44,5,12,5,8
1991-309,Madrid,Clay,32,A,19910429,27,101382,5,,Marcelo Filippini,R,178,URU,23.73442847,47,654,101797,,,Jacco Eltingh,R,188,NED,20.66529774,117,317,6-4 6-2,3,QF,75,0,1,57,54,39,1,9,6,7,3,4,55,39,24,4,9,1,5
1991-309,Madrid,Clay,32,A,19910429,28,101439,,,Javier Sanchez,R,178,ESP,23.23887748,76,476,102001,,WC,German Lopez,R,193,ESP,19.33196441,157,198,7-6(5) 6-4,3,QF,92,0,1,66,43,35,16,11,2,2,8,1,83,45,34,22,11,12,13
1991-309,Madrid,Clay,32,A,19910429,29,101063,7,,Jordi Arrese,R,175,ESP,26.66392882,60,534,101120,4,,Karel Novacek,R,190,CZE,26.0807666,20,1089,6-4 6-3,3,SF,78,0,2,52,40,31,7,9,3,3,1,5,60,29,22,14,10,2,5
1991-309,Madrid,Clay,32,A,19910429,30,101382,5,,Marcelo Filippini,R,178,URU,23.73442847,47,654,101439,,,Javier Sanchez,R,178,ESP,23.23887748,76,476,7-5 6-1,3,SF,102,0,0,67,48,28,13,9,6,8,1,1,85,50,26,14,10,11,17
1991-309,Madrid,Clay,32,A,19910429,31,101063,7,,Jordi Arrese,R,175,ESP,26.66392882,60,534,101382,5,,Marcelo Filippini,R,178,URU,23.73442847,47,654,6-2 6-4,3,F,80,1,1,49,36,27,6,9,1,3,0,3,61,49,27,2,9,4,9
1991-301,Auckland,Hard,32,A,19910107,1,101142,1,,Emilio Sanchez,R,180,ESP,25.60985626,9,1487,101746,,,Renzo Furlan,R,175,ITA,20.64339494,78,459,6-4 6-1,3,R32,63,1,0,53,37,30,7,9,5,6,3,0,46,30,17,7,8,2,6
1991-301,Auckland,Hard,32,A,19910107,2,101613,,Q,Malivai Washington,R,180,USA,21.54962355,94,371,100587,,WC,Steve Guy,R,188,NZL,31.816564,220,114,6-3 6-2,3,R32,72,5,1,56,25,17,20,9,1,2,4,7,56,30,22,6,8,7,11
1991-301,Auckland,Hard,32,A,19910107,3,101179,,,Jean Philippe Fleurian,R,185,FRA,25.32238193,77,468,101601,,WC,Brett Steven,R,185,NZL,21.69746749,212,116,2-6 6-1 6-2,3,R32,101,2,4,80,55,35,16,12,2,4,1,3,68,43,24,14,11,4,8
1991-301,Auckland,Hard,32,A,19910107,4,101117,,,Eric Jelen,R,180,GER,25.82614648,65,502,101332,8,,Gilad Bloom,L,173,ISR,23.85489391,72,483,6-3 1-6 6-4,3,R32,108,0,1,82,55,35,14,13,6,10,3,2,96,61,38,15,13,8,12
1991-301,Auckland,Hard,32,A,19910107,5,101901,,Q,Chuck Adams,R,185,USA,19.70978782,190,142,101735,3,,Richard Fromberg,R,196,AUS,20.6954141,28,876,6-3 6-4,3,R32,65,4,4,65,46,34,12,10,2,2,1,3,49,25,21,12,9,4,6
1991-301,Auckland,Hard,32,A,19910107,6,101377,,,Christian Bergstrom,R,180,SWE,23.4715948,69,491,101439,,,Javier Sanchez,R,178,ESP,22.93223819,66,499,6-2 6-1,3,R32,52,5,0,46,37,26,7,8,0,0,0,0,38,21,13,4,7,2,6
1991-301,Auckland,Hard,32,A,19910107,7,101409,,,Jaime Yzaga,R,170,PER,23.20876112,89,406,100772,,WC,Kelly Evernden,R,175,NZL,29.29500342,100,348,6-2 7-6(6),3,R32,86,0,0,78,62,41,10,10,6,6,1,4,62,33,22,16,10,2,4
1991-301,Auckland,Hard,32,A,19910107,8,100954,5,,Luiz Mattar,R,183,BRA,27.38945927,45,645,101407,,Q,David Engel,R,180,SWE,23.22518823,117,294,0-6 7-6(5) 6-4,3,R32,138,9,3,110,67,43,20,14,8,13,3,4,108,61,40,26,14,5,8
1991-301,Auckland,Hard,32,A,19910107,9,101481,6,,Omar Camporese,R,188,ITA,22.66666667,44,650,101532,,,Francisco Clavet,L,183,ESP,22.20396988,91,391,6-2 6-3,3,R32,56,5,1,47,26,23,12,9,2,3,0,0,42,32,15,6,8,1,5
1991-301,Auckland,Hard,32,A,19910107,10,101767,,,Lars Jonsson,R,188,SWE,20.53114305,84,432,101441,,,Martin Sinner,R,180,GER,22.91581109,102,345,3-6 6-2 6-3,3,R32,91,3,2,84,48,36,19,13,7,8,10,5,85,51,36,15,13,7,10
1991-301,Auckland,Hard,32,A,19910107,11,101205,,Q,Grant Connell,L,185,CAN,25.13894593,93,376,101421,,,Veli Paloheimo,R,183,FIN,23.06913073,67,497,7-5 1-6 6-4,3,R32,114,5,2,93,55,40,18,15,4,7,2,0,88,53,35,20,14,3,5
1991-301,Auckland,Hard,32,A,19910107,12,101120,4,,Karel Novacek,R,190,CZE,25.77412731,35,759,101123,,,Alexander Mronz,R,188,GER,25.7522245,87,418,3-6 7-5 6-3,3,R32,151,7,2,100,55,39,27,15,5,7,7,3,99,50,38,24,15,12,15
1991-301,Auckland,Hard,32,A,19910107,13,101233,7,,Alex Antonitsch,R,188,AUT,24.91170431,63,518,101274,,,Udo Riglewski,R,185,GER,24.44626968,92,388,6-3 6-0,3,R32,68,2,4,57,36,28,9,7,8,8,2,3,45,23,11,9,8,2,7
1991-301,Auckland,Hard,32,A,19910107,14,101234,,,Patrik Kuhnen,R,190,GER,24.90349076,79,456,100752,,,Ramesh Krishnan,R,170,IND,29.59069131,76,471,6-2 6-4,3,R32,72,4,2,48,19,17,18,9,1,2,0,3,55,36,20,11,9,2,6
1991-301,Auckland,Hard,32,A,19910107,15,101119,,,Marian Vajda,R,173,SVK,25.79055441,83,432,101312,,,Robbie Weiss,R,183,USA,24.10130048,90,401,6-1 6-3,3,R32,55,1,1,38,20,18,14,8,0,0,5,5,54,29,14,13,8,5,9
1991-301,Auckland,Hard,32,A,19910107,16,101230,2,,Andrei Chesnokov,R,188,RUS,24.92813142,12,1353,102000,,,Aki Rahunen,R,175,FIN,19.03901437,73,480,6-4 6-1,3,R32,68,0,0,59,36,23,16,9,1,2,0,6,57,29,17,12,8,6,10
1991-301,Auckland,Hard,32,A,19910107,17,101142,1,,Emilio Sanchez,R,180,ESP,25.60985626,9,1487,101613,,Q,Malivai Washington,R,180,USA,21.54962355,94,371,6-4 3-6 7-6(5),3,R16,137,8,4,130,88,64,15,15,3,5,7,4,87,47,35,28,16,1,3
1991-301,Auckland,Hard,32,A,19910107,18,101179,,,Jean Philippe Fleurian,R,185,FRA,25.32238193,77,468,101117,,,Eric Jelen,R,180,GER,25.82614648,65,502,6-3 6-1,3,R16,63,0,1,43,20,15,16,8,1,2,0,4,60,51,25,2,8,4,9
1991-301,Auckland,Hard,32,A,19910107,19,101377,,,Christian Bergstrom,R,180,SWE,23.4715948,69,491,101901,,Q,Chuck Adams,R,185,USA,19.70978782,190,142,6-3 4-6 7-6(3),3,R16,142,2,2,108,82,48,14,15,8,13,2,7,109,64,39,21,16,10,16
1991-301,Auckland,Hard,32,A,19910107,20,100954,5,,Luiz Mattar,R,183,BRA,27.38945927,45,645,101409,,,Jaime Yzaga,R,170,PER,23.20876112,89,406,6-2 6-2,3,R16,61,5,0,49,28,19,14,8,5,6,0,2,51,34,21,4,8,2,7
1991-301,Auckland,Hard,32,A,19910107,21,101767,,,Lars Jonsson,R,188,SWE,20.53114305,84,432,101481,6,,Omar Camporese,R,188,ITA,22.66666667,44,650,7-5 3-6 7-5,3,R16,145,4,2,112,71,50,16,17,11,16,10,5,127,54,35,37,16,13,18
1991-301,Auckland,Hard,32,A,19910107,22,101120,4,,Karel Novacek,R,190,CZE,25.77412731,35,759,101205,,Q,Grant Connell,L,185,CAN,25.13894593,93,376,6-4 6-4,3,R16,77,7,0,52,34,29,10,10,4,5,7,1,72,41,28,13,10,3,6
1991-301,Auckland,Hard,32,A,19910107,23,101234,,,Patrik Kuhnen,R,190,GER,24.90349076,79,456,101233,7,,Alex Antonitsch,R,188,AUT,24.91170431,63,518,4-6 6-4 7-5,3,R16,135,7,2,96,55,34,22,16,3,7,6,5,108,59,41,21,16,1,6
1991-301,Auckland,Hard,32,A,19910107,24,101119,,,Marian Vajda,R,173,SVK,25.79055441,83,432,101230,2,,Andrei Chesnokov,R,188,RUS,24.92813142,12,1353,6-1 5-7 7-5,3,R16,142,6,0,116,53,34,33,16,8,13,2,6,99,62,38,12,15,3,10
1991-301,Auckland,Hard,32,A,19910107,25,101179,,,Jean Philippe Fleurian,R,185,FRA,25.32238193,77,468,101142,1,,Emilio Sanchez,R,180,ESP,25.60985626,9,1487,6-2 7-6(5),3,QF,87,3,5,71,42,28,16,10,0,2,1,0,57,41,26,6,10,4,8
1991-301,Auckland,Hard,32,A,19910107,26,100954,5,,Luiz Mattar,R,183,BRA,27.38945927,45,645,101377,,,Christian Bergstrom,R,180,SWE,23.4715948,69,491,W/O,3,QF,,,,,,,,,,,,,,,,,,,
1991-301,Auckland,Hard,32,A,19910107,27,101120,4,,Karel Novacek,R,190,CZE,25.77412731,35,759,101767,,,Lars Jonsson,R,188,SWE,20.53114305,84,432,W/O,3,QF,,,,,,,,,,,,,,,,,,,
1991-301,Auckland,Hard,32,A,19910107,28,101119,,,Marian Vajda,R,173,SVK,25.79055441,83,432,101234,,,Patrik Kuhnen,R,190,GER,24.90349076,79,456,4-6 6-3 6-4,3,QF,130,8,8,104,51,35,31,15,9,12,5,1,86,55,38,13,14,7,11
1991-301,Auckland,Hard,32,A,19910107,29,101179,,,Jean Philippe Fleurian,R,185,FRA,25.32238193,77,468,100954,5,,Luiz Mattar,R,183,BRA,27.38945927,45,645,3-6 6-4 6-3,3,SF,129,6,3,89,46,36,18,14,5,8,5,0,87,48,32,22,14,4,8
1991-301,Auckland,Hard,32,A,19910107,30,101120,4,,Karel Novacek,R,190,CZE,25.77412731,35,759,101119,,,Marian Vajda,R,173,SVK,25.79055441,83,432,6-4 4-6 6-0,3,SF,114,3,2,86,47,30,24,13,4,6,5,2,69,34,26,14,13,1,6
1991-301,Auckland,Hard,32,A,19910107,31,101120,4,,Karel Novacek,R,190,CZE,25.77412731,35,759,101179,,,Jean Philippe Fleurian,R,185,FRA,25.32238193,77,468,7-6(5) 7-6(4),3,F,124,5,3,78,41,32,23,12,0,2,4,3,91,55,38,18,12,3,5
1991-305,Nice,Clay,32,A,19910415,1,101073,,,Martin Jaite,R,178,ARG,26.51334702,39,732,101098,1,,Guy Forget,L,190,FRA,26.275154,4,1927,6-2 6-2,3,R32,72,3,0,53,22,16,18,8,6,7,1,4,51,19,13,11,8,3,8
1991-305,Nice,Clay,32,A,19910415,2,101061,,,Jimmy Arias,R,175,USA,26.66119097,58,549,101549,,WC,Rodolphe Gilbert,L,183,FRA,22.33812457,103,334,7-6(4) 7-6(5),3,R32,103,1,5,82,57,38,9,12,4,9,3,7,81,37,24,16,12,6,11
1991-305,Nice,Clay,32,A,19910415,3,101063,,,Jordi Arrese,R,175,ESP,26.6255989,54,572,101735,,,Richard Fromberg,R,196,AUS,20.96372348,32,847,6-2 6-4,3,R32,85,2,2,59,43,27,8,9,11,13,6,3,63,32,19,11,9,4,9
1991-305,Nice,Clay,32,A,19910415,4,101746,,,Renzo Furlan,R,175,ITA,20.91170431,70,498,100809,8,,Juan Aguilera,R,183,ESP,29.06502396,28,928,7-6(3) 6-0,3,R32,95,2,0,64,32,24,18,9,5,7,0,3,62,34,17,12,9,7,12
1991-305,Nice,Clay,32,A,19910415,5,100653,3,,Andres Gomez,L,193,ECU,31.12936345,19,1144,101900,,,Nicklas Kulti,R,190,SWE,19.98083504,37,752,6-0 7-6(3),3,R32,66,1,6,74,30,22,22,9,4,6,0,7,80,43,22,15,9,8,13
1991-305,Nice,Clay,32,A,19910415,6,101606,,Q,Alberto Mancini,R,180,ARG,21.9028063,117,302,101285,,,Thierry Champion,R,183,FRA,24.62149213,80,457,7-6(4) 6-0,3,R32,84,3,1,62,30,23,18,9,3,5,0,0,58,51,21,5,9,1,6
